Tag|Name|Keyword|VR|VM|Status
00460092|BackgroundColor|Background​Color|CS|1|
00460094|Optotype|Optotype|CS|1|
00460095|OptotypePresentation|Optotype​Presentation|CS|1|
00460097|SubjectiveRefractionRightEyeSequence|Subjective​Refraction​Right​Eye​Sequence|SQ|1|
00460098|SubjectiveRefractionLeftEyeSequence|Subjective​Refraction​Left​Eye​Sequence|SQ|1|
00460100|AddNearSequence|Add​Near​Sequence|SQ|1|
00460101|AddIntermediateSequence|Add​Intermediate​Sequence|SQ|1|
00460102|AddOtherSequence|Add​Other​Sequence|SQ|1|
00460104|AddPower|Add​Power|FD|1|
00460106|ViewingDistance|Viewing​Distance|FD|1|
00460110|CorneaMeasurementsSequence|Cornea​Measurements​Sequence|SQ|1|
00460111|SourceOfCorneaMeasurementDataCodeSequence|Sourc​eOf​Cornea​Measurement​Data​Code​Sequence|SQ|1|
00460112|SteepCornealAxisSequence|Steep​Corneal​Axis​Sequence|SQ|1|
00460113|FlatCornealAxisSequence|Flat​Corneal​Axis​Sequence|SQ|1|
00460114|CornealPower|Corneal​Power|FD|1|
00460115|CornealAxis|Corneal​Axis|FD|1|
00460116|CorneaMeasurementMethodCodeSequence|Cornea​Measurement​Method​CodeS​equence|SQ|1|
00460117|RefractiveIndexOfCornea|Refractive​Index​Of​Cornea|FL|1|
00460118|RefractiveIndexOfAqueousHumor|Refractive​Index​Of​Aqueous​Humor|FL|1|
00460121|VisualAcuityTypeCodeSequence|Visual​Acuity​Type​Code​Sequence|SQ|1|
00460122|VisualAcuityRightEyeSequence|Visual​Acuity​Right​Eye​Sequence|SQ|1|
00460123|VisualAcuityLeftEyeSequence|Visual​Acuity​Left​Eye​Sequence|SQ|1|
00460124|VisualAcuityBothEyesOpenSequence|Visual​Acuity​Both​Eyes​Open​Sequence|SQ|1|
00460125|ViewingDistanceType|Viewing​Distance​Type|CS|1|
00460135|VisualAcuityModifiers|Visual​Acuity​Modifiers|SS|2|
00460137|DecimalVisualAcuity|Decimal​Visual​Acuity|FD|1|
00460139|OptotypeDetailedDefinition|Optotype​Detailed​Definition|LO|1|
00460145|ReferencedRefractiveMeasurementsSequence|Referenced​Refractive​Measurements​Sequence|SQ|1|
00460146|SpherePower|Sphere​Power|FD|1|
00460147|CylinderPower|Cylinder​Power|FD|1|
00460201|CornealTopographySurface|Corneal​Topography​Surface|CS|1|
00460202|CornealVertexLocation|Corneal​Vertex​Location|FL|2|
00460203|PupilCentroidX-Coordinate|Pupil​Centroid​X​Coordinate|FL|1|
00460204|PupilCentroidY-Coordinate|Pupil​Centroid​Y​Coordinate|FL|1|
00460205|EquivalentPupilRadius|Equivalent​Pupil​Radius|FL|1|
00460207|CornealTopographyMapTypeCodeSequence|Corneal​Topography​Map​Type​Code​Sequence|SQ|1|
00460208|VerticesOfTheOutlineOfPupil|Vertices​Of​The​Outline​Of​Pupil|IS|2-2n|
00460210|CornealTopographyMappingNormalsSequence|Corneal​Topography​Mapping​Normals​Sequence|SQ|1|
00460211|MaximumCornealCurvatureSequence|Maximum​Corneal​Curvature​Sequence|SQ|1|
00460212|MaximumCornealCurvature|Maximum​Corneal​Curvature|FL|1|
00460213|MaximumCornealCurvatureLocation|Maximum​Corneal​Curvature​Location|FL|2|
00460215|MinimumKeratometricSequence|Minimum​Keratometric​Sequence|SQ|1|
00460218|SimulatedKeratometricCylinderSequence|Simulated​Keratometric​Cylinder​Sequence|SQ|1|
00460220|AverageCornealPower|Average​Corneal​Power|FL|1|
00460224|CornealI-SValue|Corneal​IS​Value|FL|1|
00460227|AnalyzedArea|Analyzed​Area|FL|1|
00460230|SurfaceRegularityIndex|Surface​Regularity​Index|FL|1|
00460232|SurfaceAsymmetryIndex|Surface​Asymmetry​Index|FL|1|
00460234|CornealEccentricityIndex|Corneal​Eccentricity​Index|FL|1|
00460236|KeratoconusPredictionIndex|Keratoconus​Prediction​Index|FL|1|
00460238|DecimalPotentialVisualAcuity|Decimal​Potential​Visual​Acuity|FL|1|
00460242|CornealTopographyMapQualityEvaluation|Corneal​Topography​Map​Quality​Evaluation|CS|1|
00460244|SourceImageCornealProcessedDataSequence|Source​Image​Corneal​Processed​Data​Sequence|SQ|1|
00460247|CornealPointLocation|Corneal​Point​Location|FL|3|
00460248|CornealPointEstimated|Corneal​Point​Estimated|CS|1|
00460249|AxialPower|Axial​Power|FL|1|
00460250|TangentialPower|Tangential​Power|FL|1|
00460251|RefractivePower|Refractive​Power|FL|1|
00460252|RelativeElevation|Relative​Elevation|FL|1|
00460253|CornealWavefront|Corneal​Wavefront|FL|1|
00480001|ImagedVolumeWidth|Imaged​Volume​Width|FL|1|
00480002|ImagedVolumeHeight|Imaged​Volume​Height|FL|1|
00480003|ImagedVolumeDepth|Imaged​Volume​Depth|FL|1|
00480006|TotalPixelMatrixColumns|Total​Pixel​Matrix​Columns|UL|1|
00480007|TotalPixelMatrixRows|Total​Pixel​Matrix​Rows|UL|1|
00480008|TotalPixelMatrixOriginSequence|Total​Pixel​Matrix​Origin​Sequence|SQ|1|
00480010|SpecimenLabelInImage|Specimen​Label​In​Image|CS|1|
00480011|FocusMethod|Focus​Method|CS|1|
00480012|ExtendedDepthOfField|Extended​Depth​Of​Field|CS|1|
00480013|NumberOfFocalPlanes|Number​Of​Focal​Planes|US|1|
00480014|DistanceBetweenFocalPlanes|Distance​Between​Focal​Planes|FL|1|
00480015|RecommendedAbsentPixelCielabValue|Recommended​Absent​Pixel​CIE​Lab​Value|US|3|
00480100|IlluminatorTypeCodeSequence|Illuminator​Type​Code​Sequence|SQ|1|
00480102|ImageOrientation(Slide)|Image​Orientation​Slide|DS|6|
00480105|OpticalPathSequence|Optical​Path​Sequence|SQ|1|
00480106|OpticalPathIdentifier|Optical​Path​Identifier|SH|1|
00480107|OpticalPathDescription|Optical​Path​Description|ST|1|
00480108|IlluminationColorCodeSequence|Illumination​Color​Code​Sequence|SQ|1|
00480110|SpecimenReferenceSequence|Specimen​Reference​Sequence|SQ|1|
00480111|CondenserLensPower|Condenser​Lens​Power|DS|1|
00480112|ObjectiveLensPower|Objective​Lens​Power|DS|1|
00480113|ObjectiveLensNumericalAperture|Objective​Lens​Numerical​Aperture|DS|1|
00480120|PaletteColorLookupTableSequence|Palette​Color​Lookup​Table​Sequence|SQ|1|
00480200|ReferencedImageNavigationSequence|Referenced​Image​Navigation​Sequence|SQ|1|RET (2021c)
00480201|TopLeftHandCornerOfLocalizerArea|Top​Left​Hand​Corner​Of​Localizer​Area|US|2|RET (2021c)
00480202|BottomRightHandCornerOfLocalizerArea|Bottom​Right​Hand​Corner​Of​Localizer​Area|US|2|RET (2021c)
00480207|OpticalPathIdentificationSequence|Optical​Path​Identification​Sequence|SQ|1|
0048021A|PlanePosition(Slide)Sequence|Plane​Position​Slide​Sequence|SQ|1|
0048021E|ColumnPositionInTotalImagePixelMatrix|Column​Position​In​Total​Image​Pixel​Matrix|SL|1|
0048021F|RowPositionInTotalImagePixelMatrix|Row​Position​In​Total​Image​Pixel​Matrix|SL|1|
00480301|PixelOriginInterpretation|Pixel​Origin​Interpretation|CS|1|
00480302|NumberOfOpticalPaths|Number​Of​Optical​Paths|UL|1|
00480303|TotalPixelMatrixFocalPlanes|Total​Pixel​Matrix​Focal​Planes|UL|1|
00500004|CalibrationImage|Calibration​Image|CS|1|
00500010|DeviceSequence|Device​Sequence|SQ|1|
00500012|ContainerComponentTypeCodeSequence|Container​Component​Type​Code​Sequence|SQ|1|
00500013|ContainerComponentThickness|Container​Component​Thickness|FD|1|
00500014|DeviceLength|Device​Length|DS|1|
00500015|ContainerComponentWidth|Container​Component​Width|FD|1|
00500016|DeviceDiameter|Device​Diameter|DS|1|
00500017|DeviceDiameterUnits|Device​Diameter​Units|CS|1|
00500018|DeviceVolume|Device​Volume|DS|1|
00500019|Inter-MarkerDistance|Inter​Marker​Distance|DS|1|
0050001A|ContainerComponentMaterial|Container​Component​Material|CS|1|
0050001B|ContainerComponentId|Container​Component​ID|LO|1|
0050001C|ContainerComponentLength|Container​Component​Length|FD|1|
0050001D|ContainerComponentDiameter|Container​Component​Diameter|FD|1|
0050001E|ContainerComponentDescription|Container​Component​Description|LO|1|
00500020|DeviceDescription|Device​Description|LO|1|
00500021|LongDeviceDescription|Long​Device​Description|ST|1|
00520001|Contrast/BolusIngredientPercentByVolume|Contrast​Bolus​Ingredient​Percent​By​Volume|FL|1|
00520002|OctFocalDistance|OCT​Focal​Distance|FD|1|
00520003|BeamSpotSize|Beam​Spot​Size|FD|1|
00520004|EffectiveRefractiveIndex|Effective​Refractive​Index|FD|1|
00520006|OctAcquisitionDomain|OCT​Acquisition​Domain|CS|1|
00520007|OctOpticalCenterWavelength|OCT​Optical​Center​Wavelength|FD|1|
00520008|AxialResolution|Axial​Resolution|FD|1|
00520009|RangingDepth|Ranging​Depth|FD|1|
00520011|A-LineRate|A​Line​Rate|FD|1|
00520012|A-LinesPerFrame|A​Lines​Per​Frame|US|1|
00520013|CatheterRotationalRate|Catheter​Rotational​Rate|FD|1|
00520014|A-LinePixelSpacing|A​Line​Pixel​Spacing|FD|1|
00520016|ModeOfPercutaneousAccessSequence|Mode​Of​Percutaneous​Access​Sequence|SQ|1|
00520025|IntravascularOctFrameTypeSequence|Intravascular​OCT​Frame​Type​Sequence|SQ|1|
00520026|OctZOffsetApplied|OCTZ​Offset​Applied|CS|1|
00520027|IntravascularFrameContentSequence|Intravascular​Frame​Content​Sequence|SQ|1|
00520028|IntravascularLongitudinalDistance|Intravascular​Longitudinal​Distance|FD|1|
00520029|IntravascularOctFrameContentSequence|Intravascular​OCT​Frame​Content​Sequence|SQ|1|
00520030|OctZOffsetCorrection|OCTZ​Offset​Correction|SS|1|
00520031|CatheterDirectionOfRotation|Catheter​Direction​Of​Rotation|CS|1|
00520033|SeamLineLocation|Seam​Line​Location|FD|1|
00520034|FirstA-LineLocation|First​A​Line​Location|FD|1|
00520036|SeamLineIndex|Seam​Line​Index|US|1|
00520038|NumberOfPaddedA-Lines|Number​Of​Padded​ALines|US|1|
00520039|InterpolationType|Interpolation​Type|CS|1|
0052003A|RefractiveIndexApplied|Refractive​Index​Applied|CS|1|
00540010|EnergyWindowVector|Energy​Window​Vector|US|1-n|
00540011|NumberOfEnergyWindows|Number​Of​Energy​Windows|US|1|
00540012|EnergyWindowInformationSequence|Energy​Window​Information​Sequence|SQ|1|
00540013|EnergyWindowRangeSequence|Energy​Window​Range​Sequence|SQ|1|
00540014|EnergyWindowLowerLimit|Energy​Window​Lower​Limit|DS|1|
00540015|EnergyWindowUpperLimit|Energy​Window​Upper​Limit|DS|1|
00540016|RadiopharmaceuticalInformationSequence|Radio​pharmaceutical​Information​Sequence|SQ|1|
00540017|ResidualSyringeCounts|Residual​Syringe​Counts|IS|1|
00540018|EnergyWindowName|Energy​Window​Name|SH|1|
00540020|DetectorVector|Detector​Vector|US|1-n|
00540021|NumberOfDetectors|Number​Of​Detectors|US|1|
00540022|DetectorInformationSequence|Detector​Information​Sequence|SQ|1|
00540030|PhaseVector|Phase​Vector|US|1-n|
00540031|NumberOfPhases|Number​Of​Phases|US|1|
00540032|PhaseInformationSequence|Phase​Information​Sequence|SQ|1|
00540033|NumberOfFramesInPhase|Number​Of​Frames​In​Phase|US|1|
00540036|PhaseDelay|Phase​Delay|IS|1|
00540038|PauseBetweenFrames|Pause​Between​Frames|IS|1|
00540039|PhaseDescription|Phase​Description|CS|1|
00540050|RotationVector|Rotation​Vector|US|1-n|
00540051|NumberOfRotations|Number​Of​Rotations|US|1|
00540052|RotationInformationSequence|Rotation​Information​Sequence|SQ|1|
00540053|NumberOfFramesInRotation|Number​Of​Frames​In​Rotation|US|1|
00540060|R-RIntervalVector|RR​Interval​Vector|US|1-n|
00540061|NumberOfR-RIntervals|Number​Of​RR​Intervals|US|1|
00540062|GatedInformationSequence|Gated​Information​Sequence|SQ|1|
00540063|DataInformationSequence|Data​Information​Sequence|SQ|1|
00540070|TimeSlotVector|Time​Slot​Vector|US|1-n|
00540071|NumberOfTimeSlots|Number​Of​Time​Slots|US|1|
00540072|TimeSlotInformationSequence|Time​Slot​Information​Sequence|SQ|1|
00540073|TimeSlotTime|Time​Slot​Time|DS|1|
00540080|SliceVector|Slice​Vector|US|1-n|
00540081|NumberOfSlices|Number​Of​Slices|US|1|
00540090|AngularViewVector|Angular​View​Vector|US|1-n|
00540100|TimeSliceVector|Time​Slice​Vector|US|1-n|
00540101|NumberOfTimeSlices|Number​Of​Time​Slices|US|1|
00540200|StartAngle|Start​Angle|DS|1|
00540202|TypeOfDetectorMotion|Type​Of​Detector​Motion|CS|1|
00540210|TriggerVector|Trigger​Vector|IS|1-n|
00540211|NumberOfTriggersInPhase|Number​Of​Triggers​In​Phase|US|1|
00540220|ViewCodeSequence|View​Code​Sequence|SQ|1|
00540222|ViewModifierCodeSequence|View​Modifier​Code​Sequence|SQ|1|
00540300|RadionuclideCodeSequence|Radionuclide​Code​Sequence|SQ|1|
00540302|AdministrationRouteCodeSequence|Administration​Route​Code​Sequence|SQ|1|
00540304|RadiopharmaceuticalCodeSequence|Radio​pharmaceutical​Code​Sequence|SQ|1|
00540306|CalibrationDataSequence|Calibration​Data​Sequence|SQ|1|
00540308|EnergyWindowNumber|Energy​Window​Number|US|1|
00540400|ImageId|Image​ID|SH|1|
00540410|PatientOrientationCodeSequence|Patient​Orientation​Code​Sequence|SQ|1|
00540412|PatientOrientationModifierCodeSequence|Patient​Orientation​Modifier​Code​Sequence|SQ|1|
00540414|PatientGantryRelationshipCodeSequence|Patient​Gantry​Relationship​Code​Sequence|SQ|1|
00540500|SliceProgressionDirection|Slice​Progression​Direction|CS|1|
00540501|ScanProgressionDirection|Scan​Progression​Direction|CS|1|
00541000|SeriesType|Series​Type|CS|2|
00541001|Units|Units|CS|1|
00541002|CountsSource|Counts​Source|CS|1|
00541004|ReprojectionMethod|Reprojection​Method|CS|1|
00541006|SuvType|SUV​Type|CS|1|
00541100|RandomsCorrectionMethod|Randoms​Correction​Method|CS|1|
00541101|AttenuationCorrectionMethod|Attenuation​Correction​Method|LO|1|
00541102|DecayCorrection|Decay​Correction|CS|1|
00541103|ReconstructionMethod|Reconstruction​Method|LO|1|
00541104|DetectorLinesOfResponseUsed|Detector​Lines​Of​Response​Used|LO|1|
00541105|ScatterCorrectionMethod|Scatter​Correction​Method|LO|1|
00541200|AxialAcceptance|Axial​Acceptance|DS|1|
00541201|AxialMash|Axial​Mash|IS|2|
00541202|TransverseMash|Transverse​Mash|IS|1|
00541203|DetectorElementSize|Detector​Element​Size|DS|2|
00541210|CoincidenceWindowWidth|Coincidence​Window​Width|DS|1|
00541220|SecondaryCountsType|Secondary​Counts​Type|CS|1-n|
00541300|FrameReferenceTime|Frame​Reference​Time|DS|1|
00541310|Primary(Prompts)CountsAccumulated|Primary​Prompts​Counts​Accumulated|IS|1|
00541311|SecondaryCountsAccumulated|Secondary​Counts​Accumulated|IS|1-n|
00541320|SliceSensitivityFactor|Slice​Sensitivity​Factor|DS|1|
00541321|DecayFactor|Decay​Factor|DS|1|
00541322|DoseCalibrationFactor|Dose​Calibration​Factor|DS|1|
00541323|ScatterFractionFactor|Scatter​Fraction​Factor|DS|1|
00541324|DeadTimeFactor|Dead​Time​Factor|DS|1|
00541330|ImageIndex|Image​Index|US|1|
00541400|CountsIncluded|Counts​Included|CS|1-n|RET (2007)
00541401|DeadTimeCorrectionFlag|Dead​Time​Correction​Flag|CS|1|RET (2007)
00603000|HistogramSequence|Histogram​Sequence|SQ|1|
00603002|HistogramNumberOfBins|Histogram​Number​Of​Bins|US|1|
00603004|HistogramFirstBinValue|Histogram​First​Bin​Value|US or SS|1|
00603006|HistogramLastBinValue|Histogram​Last​Bin​Value|US or SS|1|
00603008|HistogramBinWidth|Histogram​Bin​Width|US|1|
00603010|HistogramExplanation|Histogram​Explanation|LO|1|
00603020|HistogramData|Histogram​Data|UL|1-n|
00620001|SegmentationType|Segmentation​Type|CS|1|
00620002|SegmentSequence|Segment​Sequence|SQ|1|
00620003|SegmentedPropertyCategoryCodeSequence|Segmented​Property​Category​Code​Sequence|SQ|1|
00620004|SegmentNumber|Segment​Number|US|1|
00620005|SegmentLabel|Segment​Label|LO|1|
00620006|SegmentDescription|Segment​Description|ST|1|
00620007|SegmentationAlgorithmIdentificationSequence|Segmentation​Algorithm​Identification​Sequence|SQ|1|
00620008|SegmentAlgorithmType|Segment​Algorithm​Type|CS|1|
00620009|SegmentAlgorithmName|Segment​Algorithm​Name|LO|1-n|
0062000A|SegmentIdentificationSequence|Segment​Identification​Sequence|SQ|1|
0062000B|ReferencedSegmentNumber|Referenced​Segment​Number|US|1-n|
0062000C|RecommendedDisplayGrayscaleValue|Recommended​Display​Grayscale​Value|US|1|
0062000D|RecommendedDisplayCielabValue|Recommended​Display​CIE​Lab​Value|US|3|
0062000E|MaximumFractionalValue|Maximum​Fractional​Value|US|1|
0062000F|SegmentedPropertyTypeCodeSequence|Segmented​Property​Type​Code​Sequence|SQ|1|
00620010|SegmentationFractionalType|Segmentation​Fractional​Type|CS|1|
00620011|SegmentedPropertyTypeModifierCodeSequence|Segmented​Property​Type​Modifier​Code​Sequence|SQ|1|
00620012|UsedSegmentsSequence|Used​Segments​Sequence|SQ|1|
00620013|SegmentsOverlap|Segments​Overlap|CS|1|
00620020|TrackingId|Tracking​ID|UT|1|
00620021|TrackingUid|Tracking​UID|UI|1|
00640002|DeformableRegistrationSequence|Deformable​Registration​Sequence|SQ|1|
00640003|SourceFrameOfReferenceUid|Source​Frame​Of​Reference​UID|UI|1|
00640005|DeformableRegistrationGridSequence|Deformable​Registration​Grid​Sequence|SQ|1|
00640007|GridDimensions|Grid​Dimensions|UL|3|
00640008|GridResolution|Grid​Resolution|FD|3|
00640009|VectorGridData|Vector​Grid​Data|OF|1|
0064000F|PreDeformationMatrixRegistrationSequence|Pre​Deformation​Matrix​Registration​Sequence|SQ|1|
00640010|PostDeformationMatrixRegistrationSequence|Post​Deformation​Matrix​Registration​Sequence|SQ|1|
00660001|NumberOfSurfaces|Number​Of​Surfaces|UL|1|
00660002|SurfaceSequence|Surface​Sequence|SQ|1|
00660003|SurfaceNumber|Surface​Number|UL|1|
00660004|SurfaceComments|Surface​Comments|LT|1|
00660009|SurfaceProcessing|Surface​Processing|CS|1|
0066000A|SurfaceProcessingRatio|Surface​Processing​Ratio|FL|1|
0066000B|SurfaceProcessingDescription|Surface​Processing​Description|LO|1|
0066000C|RecommendedPresentationOpacity|Recommended​Presentation​Opacity|FL|1|
0066000D|RecommendedPresentationType|Recommended​Presentation​Type|CS|1|
0066000E|FiniteVolume|Finite​Volume|CS|1|
00660010|Manifold|Manifold|CS|1|
00660011|SurfacePointsSequence|Surface​Points​Sequence|SQ|1|
00660012|SurfacePointsNormalsSequence|Surface​Points​Normals​Sequence|SQ|1|
00660013|SurfaceMeshPrimitivesSequence|Surface​Mesh​Primitives​Sequence|SQ|1|
00660015|NumberOfSurfacePoints|Number​Of​Surface​Points|UL|1|
00660016|PointCoordinatesData|Point​Coordinates​Data|OF|1|
00660017|PointPositionAccuracy|Point​Position​Accuracy|FL|3|
00660018|MeanPointDistance|Mean​Point​Distance|FL|1|
00660019|MaximumPointDistance|Maximum​Point​Distance|FL|1|
0066001A|PointsBoundingBoxCoordinates|Points​Bounding​Box​Coordinates|FL|6|
0066001B|AxisOfRotation|Axis​Of​Rotation|FL|3|
0066001C|CenterOfRotation|Center​Of​Rotation|FL|3|
0066001E|NumberOfVectors|Number​Of​Vectors|UL|1|
0066001F|VectorDimensionality|Vector​Dimensionality|US|1|
00660020|VectorAccuracy|Vector​Accuracy|FL|1-n|
00660021|VectorCoordinateData|Vector​Coordinate​Data|OF|1|
00660022|DoublePointCoordinatesData|Double​Point​Coordinates​Data|OD|1|
00660023|TrianglePointIndexList|Triangle​Point​Index​List|OW|1|RET (2015c)
00660024|EdgePointIndexList|Edge​Point​Index​List|OW|1|RET (2015c)
00660025|VertexPointIndexList|Vertex​Point​Index​List|OW|1|RET (2015c)
00660026|TriangleStripSequence|Triangle​Strip​Sequence|SQ|1|
00660027|TriangleFanSequence|Triangle​Fan​Sequence|SQ|1|
00660028|LineSequence|Line​Sequence|SQ|1|
00660029|PrimitivePointIndexList|Primitive​Point​Index​List|OW|1|RET (2015c)
0066002A|SurfaceCount|Surface​Count|UL|1|
0066002B|ReferencedSurfaceSequence|Referenced​Surface​Sequence|SQ|1|
0066002C|ReferencedSurfaceNumber|Referenced​Surface​Number|UL|1|
0066002D|SegmentSurfaceGenerationAlgorithmIdentificationSequence|Segment​Surface​Generation​Algorithm​Identification​Sequence|SQ|1|
0066002E|SegmentSurfaceSourceInstanceSequence|Segment​Surface​Source​Instance​Sequence|SQ|1|
0066002F|AlgorithmFamilyCodeSequence|Algorithm​Family​Code​Sequence|SQ|1|
00660030|AlgorithmNameCodeSequence|Algorithm​Name​Code​Sequence|SQ|1|
00660031|AlgorithmVersion|Algorithm​Version|LO|1|
00660032|AlgorithmParameters|Algorithm​Parameters|LT|1|
00660034|FacetSequence|Facet​Sequence|SQ|1|
00660035|SurfaceProcessingAlgorithmIdentificationSequence|Surface​Processing​Algorithm​Identification​Sequence|SQ|1|
00660036|AlgorithmName|Algorithm​Name|LO|1|
00660037|RecommendedPointRadius|Recommended​Point​Radius|FL|1|
00660038|RecommendedLineThickness|Recommended​Line​Thickness|FL|1|
00660040|LongPrimitivePointIndexList|Long​Primitive​Point​Index​List|OL|1|
00660041|LongTrianglePointIndexList|Long​Triangle​Point​Index​List|OL|1|
00660042|LongEdgePointIndexList|Long​Edge​Point​Index​List|OL|1|
00660043|LongVertexPointIndexList|Long​Vertex​Point​Index​List|OL|1|
00660101|TrackSetSequence|Track​Set​Sequence|SQ|1|
00660102|TrackSequence|Track​Sequence|SQ|1|
00660103|RecommendedDisplayCielabValueList|Recommended​Display​CIELab​Value​List|OW|1|
00660104|TrackingAlgorithmIdentificationSequence|Tracking​Algorithm​Identification​Sequence|SQ|1|
00660105|TrackSetNumber|Track​Set​Number|UL|1|
00660106|TrackSetLabel|Track​Set​Label|LO|1|
00660107|TrackSetDescription|Track​Set​Description|UT|1|
00660108|TrackSetAnatomicalTypeCodeSequence|Track​Set​Anatomical​Type​Code​Sequence|SQ|1|
00660121|MeasurementsSequence|Measurements​Sequence|SQ|1|
00660124|TrackSetStatisticsSequence|Track​Set​Statistics​Sequence|SQ|1|
00660125|FloatingPointValues|Floating​Point​Values|OF|1|
00660129|TrackPointIndexList|Track​Point​Index​List|OL|1|
00660130|TrackStatisticsSequence|Track​Statistics​Sequence|SQ|1|
00660132|MeasurementValuesSequence|Measurement​Values​Sequence|SQ|1|
00660133|DiffusionAcquisitionCodeSequence|Diffusion​Acquisition​Code​Sequence|SQ|1|
00660134|DiffusionModelCodeSequence|Diffusion​Model​Code​Sequence|SQ|1|
00686210|ImplantSize|Implant​Size|LO|1|
00686221|ImplantTemplateVersion|Implant​Template​Version|LO|1|
00686222|ReplacedImplantTemplateSequence|Replaced​Implant​Template​Sequence|SQ|1|
00686223|ImplantType|Implant​Type|CS|1|
00686224|DerivationImplantTemplateSequence|Derivation​Implant​Template​Sequence|SQ|1|
00686225|OriginalImplantTemplateSequence|Original​Implant​Template​Sequence|SQ|1|
00686226|EffectiveDatetime|Effective​Date​Time|DT|1|
00686230|ImplantTargetAnatomySequence|Implant​Target​Anatomy​Sequence|SQ|1|
00686260|InformationFromManufacturerSequence|Information​From​Manufacturer​Sequence|SQ|1|
00686265|NotificationFromManufacturerSequence|Notification​From​Manufacturer​Sequence|SQ|1|
00686270|InformationIssueDatetime|Information​Issue​Date​Time|DT|1|
00686280|InformationSummary|Information​Summary|ST|1|
006862A0|ImplantRegulatoryDisapprovalCodeSequence|Implant​Regulatory​Disapproval​Code​Sequence|SQ|1|
006862A5|OverallTemplateSpatialTolerance|Overall​Template​Spatial​Tolerance|FD|1|
006862C0|HpglDocumentSequence|HPGL​Document​Sequence|SQ|1|
006862D0|HpglDocumentId|HPGL​Document​ID|US|1|
006862D5|HpglDocumentLabel|HPGL​Document​Label|LO|1|
006862E0|ViewOrientationCodeSequence|View​Orientation​Code​Sequence|SQ|1|
006862F0|ViewOrientationModifierCodeSequence|View​Orientation​Modifier​Code​Sequence|SQ|1|
006862F2|HpglDocumentScaling|HPGL​Document​Scaling|FD|1|
00686300|HpglDocument|HPGL​Document|OB|1|
00686310|HpglContourPenNumber|HPGL​Contour​Pen​Number|US|1|
00686320|HpglPenSequence|HPGL​Pen​Sequence|SQ|1|
00686330|HpglPenNumber|HPGL​Pen​Number|US|1|
00686340|HpglPenLabel|HPGL​Pen​Label|LO|1|
00686345|HpglPenDescription|HPGL​Pen​Description|ST|1|
00686346|RecommendedRotationPoint|Recommended​Rotation​Point|FD|2|
00686347|BoundingRectangle|Bounding​Rectangle|FD|4|
00686350|ImplantTemplate3DModelSurfaceNumber|Implant​Template3D​Model​Surface​Number|US|1-n|
00686360|SurfaceModelDescriptionSequence|Surface​Model​Description​Sequence|SQ|1|
00686380|SurfaceModelLabel|Surface​Model​Label|LO|1|
00686390|SurfaceModelScalingFactor|Surface​Model​Scaling​Factor|FD|1|
006863A0|MaterialsCodeSequence|Materials​Code​Sequence|SQ|1|
006863A4|CoatingMaterialsCodeSequence|Coating​Materials​Code​Sequence|SQ|1|
006863A8|ImplantTypeCodeSequence|Implant​Type​Code​Sequence|SQ|1|
006863AC|FixationMethodCodeSequence|Fixation​Method​Code​Sequence|SQ|1|
006863B0|MatingFeatureSetsSequence|Mating​Feature​Sets​Sequence|SQ|1|
006863C0|MatingFeatureSetId|Mating​Feature​Set​ID|US|1|
006863D0|MatingFeatureSetLabel|Mating​Feature​Set​Label|LO|1|
006863E0|MatingFeatureSequence|Mating​Feature​Sequence|SQ|1|
006863F0|MatingFeatureId|Mating​Feature​ID|US|1|
00686400|MatingFeatureDegreeOfFreedomSequence|Mating​Feature​Degree​Of​Freedom​Sequence|SQ|1|
00686410|DegreeOfFreedomId|Degree​Of​Freedom​ID|US|1|
00686420|DegreeOfFreedomType|Degree​Of​Freedom​Type|CS|1|
00686430|2DMatingFeatureCoordinatesSequence|Two​D​Mating​Feature​Coordinates​Sequence|SQ|1|
00686440|ReferencedHpglDocumentId|Referenced​HPGL​Document​ID|US|1|
00686450|2DMatingPoint|Two​D​Mating​Point|FD|2|
00686460|2DMatingAxes|Two​D​Mating​Axes|FD|4|
00686470|2DDegreeOfFreedomSequence|Two​D​Degree​Of​Freedom​Sequence|SQ|1|
00686490|3DDegreeOfFreedomAxis|Three​D​Degree​Of​Freedom​Axis|FD|3|
006864A0|RangeOfFreedom|Range​Of​Freedom|FD|2|
006864C0|3DMatingPoint|Three​D​Mating​Point|FD|3|
006864D0|3DMatingAxes|Three​D​Mating​Axes|FD|9|
006864F0|2DDegreeOfFreedomAxis|Two​D​Degree​Of​Freedom​Axis|FD|3|
00686500|PlanningLandmarkPointSequence|Planning​Landmark​Point​Sequence|SQ|1|
00686510|PlanningLandmarkLineSequence|Planning​Landmark​Line​Sequence|SQ|1|
00686520|PlanningLandmarkPlaneSequence|Planning​Landmark​Plane​Sequence|SQ|1|
00686530|PlanningLandmarkId|Planning​Landmark​ID|US|1|
00686540|PlanningLandmarkDescription|Planning​Landmark​Description|LO|1|
00686545|PlanningLandmarkIdentificationCodeSequence|Planning​Landmark​Identification​Code​Sequence|SQ|1|
00686550|2DPointCoordinatesSequence|Two​D​Point​Coordinates​Sequence|SQ|1|
00686560|2DPointCoordinates|Two​D​Point​Coordinates|FD|2|
00686590|3DPointCoordinates|Three​D​Point​Coordinates|FD|3|
006865A0|2DLineCoordinatesSequence|Two​D​Line​Coordinates​Sequence|SQ|1|
